id,title,timestamp,previous_screen,user_action,next_screen,section,confidence,data_requested,free_or_premium,open_questions
241,Health Assistant/chat observed state,15:12,240,Observed chat continuation or answer selection.,242,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
242,Health Assistant/chat observed state,15:15,241,Observed chat continuation or answer selection.,243,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
243,Health Assistant/chat observed state,15:18,242,Observed chat continuation or answer selection.,244,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
244,Health Assistant/chat observed state,15:24,243,Observed chat continuation or answer selection.,245,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
245,Health Assistant/chat observed state,15:27,244,Observed chat continuation or answer selection.,246,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
246,Health Assistant/chat observed state,15:33,245,Observed chat continuation or answer selection.,247,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
247,Health Assistant/chat observed state,15:42,246,Observed chat continuation or answer selection.,248,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
248,Health Assistant/chat observed state,15:45,247,Observed chat continuation or answer selection.,249,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
249,Health Assistant/chat observed state,15:48,248,Observed chat continuation or answer selection.,250,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
250,Health Assistant/chat observed state,15:51,249,Observed chat continuation or answer selection.,251,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
251,Health Assistant/chat observed state,15:57,250,Observed chat continuation or answer selection.,252,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
252,Health Assistant/chat observed state,16:00,251,Observed chat continuation or answer selection.,253,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
253,Health Assistant/chat observed state,16:03,252,Observed chat continuation or answer selection.,254,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
254,Health Assistant/chat observed state,16:27,253,Observed chat continuation or answer selection.,255,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
255,Health Assistant/chat observed state,16:30,254,Observed chat continuation or answer selection.,256,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
256,Health Assistant/chat observed state,16:33,255,Observed chat continuation or answer selection.,257,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
257,Health Assistant/chat observed state,16:36,256,Observed chat continuation or answer selection.,258,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
258,Health Assistant/chat observed state,16:39,257,Observed chat continuation or answer selection.,259,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
259,Health Assistant/chat observed state,16:54,258,Observed chat continuation or answer selection.,260,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
260,Health Assistant/chat observed state,16:57,259,Observed chat continuation or answer selection.,261,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
261,Health Assistant/chat observed state,17:03,260,Observed chat continuation or answer selection.,262,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
262,Health Assistant/chat observed state,17:09,261,Observed chat continuation or answer selection.,263,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
263,Health Assistant/chat observed state,17:12,262,Observed chat continuation or answer selection.,264,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
264,Health Assistant/chat observed state,17:15,263,Observed chat continuation or answer selection.,265,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
265,Health Assistant/chat observed state,17:18,264,Observed chat continuation or answer selection.,266,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
266,Health Assistant/chat observed state,17:21,265,Observed chat continuation or answer selection.,267,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
267,Health Assistant/chat observed state,17:24,266,Observed chat continuation or answer selection.,268,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
268,Health Assistant/chat observed state,17:27,267,Observed chat continuation or answer selection.,269,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
269,Health Assistant/chat observed state,17:39,268,Observed chat continuation or answer selection.,270,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
270,Health Assistant/chat observed state,17:42,269,Observed chat continuation or answer selection.,271,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
271,Health Assistant/chat observed state,17:48,270,Observed chat continuation or answer selection.,272,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
272,Health Assistant/chat observed state,17:51,271,Observed chat continuation or answer selection.,273,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
273,Health Assistant/chat observed state,17:54,272,Observed chat continuation or answer selection.,274,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
274,Health Assistant/chat observed state,17:57,273,Observed chat continuation or answer selection.,275,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
275,Health Assistant/chat observed state,18:00,274,Observed chat continuation or answer selection.,276,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
276,Health Assistant/chat observed state,18:06,275,Observed chat continuation or answer selection.,277,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
277,Health Assistant/chat observed state,18:09,276,Observed chat continuation or answer selection.,278,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
278,Health Assistant/chat observed state,18:12,277,Observed chat continuation or answer selection.,279,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
279,Health Assistant/chat observed state,18:15,278,Observed chat continuation or answer selection.,280,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
280,Health Assistant/chat observed state,18:24,279,Observed chat continuation or answer selection.,281,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
281,Health Assistant/chat observed state,18:27,280,Observed chat continuation or answer selection.,282,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
282,PCOS content card,18:30,281,Observed chat continuation or answer selection.,283,Health Assistant/chat,High,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
283,Health Assistant/chat observed state,18:39,282,Observed chat continuation or answer selection.,284,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
284,Health Assistant/chat observed state,18:42,283,Observed chat continuation or answer selection.,285,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
285,Health Assistant/chat observed state,18:48,284,Observed chat continuation or answer selection.,286,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
286,Health Assistant/chat observed state,18:51,285,Observed chat continuation or answer selection.,287,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
287,Health Assistant/chat observed state,18:54,286,Observed chat continuation or answer selection.,288,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
288,Health Assistant/chat observed state,18:57,287,Observed chat continuation or answer selection.,289,Health Assistant/chat,Medium,"Symptom details, follow-up answers, health history, and risk-related context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
289,Dashboard after assistant,19:03,288,"Observed Continue, selection, scroll, or navigation action.",290,Settings and account controls,High,"Account, goals, Premium plan, cycle details, and settings controls.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
290,Settings and account controls observed state,19:06,289,"Observed Continue, selection, scroll, or navigation action.",291,Settings and account controls,Medium,"Account, goals, Premium plan, cycle details, and settings controls.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
291,Settings and account controls observed state,19:09,290,"Observed Continue, selection, scroll, or navigation action.",292,Settings and account controls,Medium,"Account, goals, Premium plan, cycle details, and settings controls.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
292,Premium symptom patterns card,19:12,291,"Observed Continue, selection, scroll, or navigation action.",293,Settings and account controls,High,"Account, goals, Premium plan, cycle details, and settings controls.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
293,Settings and account controls observed state,19:18,292,"Observed Continue, selection, scroll, or navigation action.",294,Settings and account controls,Medium,"Account, goals, Premium plan, cycle details, and settings controls.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
294,Cycle details,19:21,293,"Observed Continue, selection, scroll, or navigation action.",295,Settings and account controls,High,"Account, goals, Premium plan, cycle details, and settings controls.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
295,Settings and account controls observed state,19:24,294,"Observed Continue, selection, scroll, or navigation action.",296,Settings and account controls,Medium,"Account, goals, Premium plan, cycle details, and settings controls.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
296,Settings and account controls observed state,19:27,295,"Observed Continue, selection, scroll, or navigation action.",297,Settings and account controls,Medium,"Account, goals, Premium plan, cycle details, and settings controls.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
297,Settings,19:30,296,"Observed Continue, selection, scroll, or navigation action.",298,Settings and account controls,High,"Account, goals, Premium plan, cycle details, and settings controls.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
298,Settings and account controls observed state,19:33,297,"Observed Continue, selection, scroll, or navigation action.",299,Settings and account controls,Medium,"Account, goals, Premium plan, cycle details, and settings controls.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
299,Settings and account controls observed state,19:36,298,"Observed Continue, selection, scroll, or navigation action.",300,Settings and account controls,Medium,"Account, goals, Premium plan, cycle details, and settings controls.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
300,Pregnancy community prompt,19:39,299,"Observed Continue, selection, scroll, or navigation action.",301,Goal and intent selection,High,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
301,Goal and intent selection observed state,19:42,300,"Observed Continue, selection, scroll, or navigation action.",302,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
302,Trying to conceive start,19:45,301,"Observed Continue, selection, scroll, or navigation action.",303,Goal and intent selection,High,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
303,Goal and intent selection observed state,19:48,302,"Observed Continue, selection, scroll, or navigation action.",304,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
304,Goal and intent selection observed state,19:51,303,"Observed Continue, selection, scroll, or navigation action.",305,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
305,Goal and intent selection observed state,19:54,304,"Observed Continue, selection, scroll, or navigation action.",306,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
306,Pregnancy checkup question,19:57,305,"Observed Continue, selection, scroll, or navigation action.",307,Goal and intent selection,High,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
307,Goal and intent selection observed state,20:00,306,"Observed Continue, selection, scroll, or navigation action.",308,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
308,Goal and intent selection observed state,20:06,307,"Observed Continue, selection, scroll, or navigation action.",309,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
309,Goal and intent selection observed state,20:12,308,"Observed Continue, selection, scroll, or navigation action.",310,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
310,Goal and intent selection observed state,20:15,309,"Observed Continue, selection, scroll, or navigation action.",311,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
311,Goal and intent selection observed state,20:30,310,"Observed Continue, selection, scroll, or navigation action.",312,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
312,Goal and intent selection observed state,20:36,311,"Observed Continue, selection, scroll, or navigation action.",313,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
313,Goal and intent selection observed state,20:42,312,"Observed Continue, selection, scroll, or navigation action.",314,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
314,Premium support for pregnancy journey,20:45,313,"Observed Continue, selection, scroll, or navigation action.",315,Goal and intent selection,High,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
315,Goal and intent selection observed state,20:48,314,"Observed Continue, selection, scroll, or navigation action.",316,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
316,Track cycle goal confirmation,20:51,315,"Observed Continue, selection, scroll, or navigation action.",317,Goal and intent selection,High,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
317,Goal and intent selection observed state,20:54,316,"Observed Continue, selection, scroll, or navigation action.",318,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
318,Goal and intent selection observed state,20:57,317,"Observed Continue, selection, scroll, or navigation action.",319,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
319,Goal and intent selection observed state,21:00,318,"Observed Continue, selection, scroll, or navigation action.",320,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
320,Goal and intent selection observed state,21:03,319,"Observed Continue, selection, scroll, or navigation action.",321,Goal and intent selection,Medium,"User goal, pregnancy intent, trying-to-conceive status, or partner context.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
321,Conception dashboard,21:06,320,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",322,Dashboard and insights,High,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
322,Dashboard and insights observed state,21:09,321,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",323,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
323,Dashboard and insights observed state,21:12,322,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",324,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
324,Dashboard and insights observed state,21:18,323,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",325,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
325,Dashboard and insights observed state,21:27,324,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",326,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
326,Dashboard and insights observed state,21:30,325,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",327,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
327,Dashboard and insights observed state,21:33,326,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",328,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
328,Early signs of pregnancy content,21:36,327,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",329,Dashboard and insights,High,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
329,Dashboard and insights observed state,21:42,328,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",330,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
330,Dashboard and insights observed state,21:45,329,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",331,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
331,Dashboard and insights observed state,21:48,330,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",332,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
332,Dashboard and insights observed state,21:51,331,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",333,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
333,Dashboard and insights observed state,21:54,332,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",334,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
334,Dashboard and insights observed state,21:57,333,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",335,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
335,Dashboard and insights observed state,22:00,334,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",336,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
336,Dashboard and insights observed state,22:03,335,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",337,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
337,Dashboard and insights observed state,22:06,336,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",338,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
338,Dashboard and insights observed state,22:09,337,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",339,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
339,Dashboard and insights observed state,22:12,338,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",340,Dashboard and insights,Medium,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
340,Community/social feed,22:15,339,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",341,Dashboard and insights,High,Not observed clearly.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
341,Partner Mode observed state,22:18,340,"Observed Continue, selection, scroll, or navigation action.",342,Partner Mode,Medium,Partner support content and relationship-support framing.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
342,Partner Mode observed state,22:21,341,"Observed Continue, selection, scroll, or navigation action.",343,Partner Mode,Medium,Partner support content and relationship-support framing.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
343,Flo for Partners,22:24,342,"Observed Continue, selection, scroll, or navigation action.",344,Partner Mode,High,Partner support content and relationship-support framing.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
344,Partner Mode observed state,22:30,343,"Observed Continue, selection, scroll, or navigation action.",345,Partner Mode,Medium,Partner support content and relationship-support framing.,Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
345,Pregnancy mode activation,22:33,344,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",346,Pregnancy dashboard,High,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
346,Pregnancy dashboard observed state,22:36,345,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",347,Pregnancy dashboard,Medium,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
347,Pregnancy dashboard observed state,22:39,346,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",348,Pregnancy dashboard,Medium,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
348,Pregnancy dashboard,22:42,347,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",349,Pregnancy dashboard,High,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
349,Baby development swipe-up,22:45,348,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",350,Pregnancy dashboard,High,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
350,Pregnancy dashboard observed state,22:48,349,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",351,Pregnancy dashboard,Medium,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
