id,title,timestamp,previous,user_action,next,section,confidence,notes,free_premium
228,Settings Account Areas State,04:53,227,Next observed action in recording,229,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
229,Settings Account Areas State,04:54,228,Next observed action in recording,230,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
230,Settings Account Areas State,04:55,229,Next observed action in recording,231,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
231,Settings Account Areas State,04:56,230,Next observed action in recording,232,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
232,Settings Account Areas State,04:57,231,Next observed action in recording,233,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
233,Settings Account Areas State,04:58,232,Next observed action in recording,234,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
234,Settings Account Areas State,04:59,233,Next observed action in recording,235,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
235,Settings Account Areas State,05:00,234,Next observed action in recording,236,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
236,Settings Account Areas State,05:01,235,Next observed action in recording,237,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
237,Settings Account Areas State,05:02,236,Next observed action in recording,,Settings and account areas,Medium,Auto-extracted unique UI state; interpretation is conservative and evidence-led. Continued from video-derived Clue frames after removing old 001-004. Continued from video-derived Clue frames after removing old 001-004.,Not observed as paid on this screen
